ifInOctets11,ifOutOctets11,ifOutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
781695364,922188225,23,4217791,0,1500,8063197,0,88552906,188515119,99803044,1948,26536,81,2056,5688,1599827,411397,3089,30865803,259215765,259212727,132713421,3,0,0,0,0,38377223,27832088,39338384,6619717,6619699,4258954,slowloris
787173499,922729236,23,4223458,0,1500,8064990,0,88552906,188515363,99803280,1948,26538,82,2056,5691,1605478,413454,3089,32048575,261571955,261568916,133890828,3,0,0,0,0,39539402,28994267,40500563,6619717,6619699,4258954,slowloris
791000892,922984008,23,4227613,0,1500,8066633,0,88552906,188515400,99803320,1948,26538,82,2056,5691,1609735,415234,3089,33276092,264027544,264024506,135118408,3,0,0,0,0,40770182,30225047,41731343,6619717,6619699,4258954,slowloris
794705105,923287427,23,4232422,0,1500,8068759,0,88552906,188515452,99803372,1948,26538,82,2056,5691,1614055,416920,3089,34512280,266498145,266495107,136353220,3,0,0,0,0,41999490,31454355,42960651,6619717,6619699,4258954,slowloris
801222501,923740639,23,4238390,0,1500,8070896,0,88552906,188515621,99803530,1948,26538,82,2056,5696,1620402,419428,3089,35742477,268976406,268973368,137591761,3,0,0,0,0,43235857,32690722,44197019,6619717,6619699,4258954,slowloris
805586419,924264849,23,4242753,0,1500,8073162,0,88552906,188515690,99803602,1948,26538,81,2056,5696,1624803,421769,3089,36977107,271436501,271433463,138821998,3,0,0,0,0,44458169,33913034,45419331,6619717,6619699,4258954,slowloris
809509748,924720398,23,4247880,0,1500,8075629,0,88552906,188515789,99803685,1948,26539,82,2056,5697,1629473,423841,3089,38233045,273968721,273965682,140087796,3,0,0,0,0,45721928,35176793,46683089,6619717,6619699,4258954,slowloris
814547404,925151065,23,4252364,0,1500,8077442,0,88552906,188515877,99803778,1948,26539,83,2056,5699,1635031,425856,3089,39174670,275675550,275672512,140940496,3,0,0,0,0,46396179,35851044,47357340,6619717,6619699,4258954,slowloris
818328489,941089986,23,4257128,0,1500,8217642,0,88552906,188515934,99803839,1948,26547,81,2057,5699,1637995,427409,3089,39743738,276343283,276340245,141168364,3,0,0,0,0,46398167,35853032,47615185,6619717,6619699,4258954,slowloris
819764215,998317190,23,4258797,0,1500,8412897,0,88552906,188516006,99803913,1948,26551,81,2058,5700,1639428,428147,3089,40757331,277333438,277330400,141423991,3,0,0,0,0,46400035,35854900,47859003,6619717,6619699,4258954,slowloris
819991640,1062183624,23,4259388,0,1500,8705629,0,88552906,188516046,99803963,1948,26556,81,2058,5700,1640123,428805,3089,41743883,278321660,278318622,141672898,3,0,0,0,0,46401983,35856848,48113986,6619717,6619699,4258954,slowloris
820219720,1120825687,23,4260104,0,1500,8974409,0,88552906,188516069,99803998,1948,26563,81,2058,5700,1640853,429330,3089,42756200,279330008,279326970,141925773,3,0,0,0,0,46403978,35858843,48365446,6619717,6619699,4258954,slowloris
820369208,1159324918,23,4260563,0,1500,9194710,0,88552906,188516142,99804071,1948,26570,80,2061,5703,1641492,430279,3089,43785787,280363605,280360567,142112801,3,0,0,0,0,46405385,35860250,48547886,6619717,6619699,4258954,slowloris
820994149,1203850382,23,4261571,0,1500,9354217,0,88552908,188516193,99804133,1948,26574,77,2061,5704,1642269,431134,3089,44812108,281392986,281389948,142334754,3,0,0,0,0,46407139,35862004,48776740,6619717,6619699,4258954,slowloris
821151427,1264202607,23,4262039,0,1500,9630544,0,88552908,188516219,99804167,1948,26582,78,2061,5705,1642732,431887,3089,45807294,282397527,282394489,142584398,3,0,0,0,0,46409127,35863992,49024738,6619717,6619699,4258954,slowloris
821619973,1305785578,23,4262810,0,1500,9893595,0,88552910,188516289,99804251,1948,26599,75,2061,5709,1643694,432363,3089,46790246,283379158,283376119,142859267,3,0,0,0,0,46411181,35866046,49293374,6619717,6619699,4258954,slowloris
824910089,1368459096,23,4266548,0,1500,10108707,0,88552910,188516372,99804335,1948,26605,75,2061,5709,1647966,434038,3089,47761881,284357607,284354569,143077534,3,0,0,0,0,46413020,35867885,49531948,6619717,6619699,4258954,slowloris
826063091,1421951783,23,4268056,0,1500,10428872,0,88552910,188516404,99804375,1948,26610,74,2061,5709,1649089,434779,3089,48675016,285273253,285270215,143388806,3,0,0,0,0,46415453,35870318,49854350,6619717,6619699,4258954,slowloris
826557864,1487870104,23,4268960,0,1500,10729517,0,88552910,188516444,99804427,1948,26615,74,2061,5710,1649868,435153,3089,49651683,286244912,286241874,143680710,3,0,0,0,0,46417579,35872444,50123709,6619717,6619699,4258954,slowloris
826785009,1549003735,23,4269659,0,1500,10936503,0,88552910,188516479,99804476,1948,26621,73,2061,5711,1650562,435644,3089,50695794,287299809,287296770,143889261,3,0,0,0,0,46419092,35873957,50318666,6619717,6619699,4258954,slowloris
827049580,1590650867,23,4270333,0,1500,11127108,0,88552910,188516547,99804543,1948,26627,72,2061,5712,1651144,436207,3089,51717518,288320407,288317369,144112193,3,0,0,0,0,46420931,35875796,50550092,6619717,6619699,4258954,slowloris
827245577,1639868201,23,4270772,0,1500,11415826,0,88552910,188516600,99804605,1948,26631,69,2061,5713,1651796,436759,3089,52671389,289280328,289277289,144393322,3,0,0,0,0,46423293,35878158,50854241,6619717,6619699,4258954,slowloris
827502783,1713903206,23,4271401,0,1500,11691751,0,88552910,188516719,99804732,1948,26660,72,2061,5718,1652133,437154,3089,53614254,290229215,290226177,144681097,3,0,0,0,0,46425407,35880272,51119953,6619717,6619699,4258954,slowloris
827574945,1755257418,23,4271569,0,1500,11935519,0,88552910,188516792,99804811,1948,26670,73,2061,5720,1652343,437382,3089,54647247,291260335,291257296,144873437,3,0,0,0,0,46426833,35881698,51300228,6619717,6619699,4258954,slowloris
827704458,1805153613,23,4271827,0,1500,12109938,0,88552910,188516838,99804858,1948,26672,71,2061,5720,1652563,437606,3089,55653266,292270787,292267749,145109169,3,0,0,0,0,46428800,35883665,51543541,6619717,6619699,4258954,slowloris
827818717,1849145409,23,4272812,0,1500,12311814,0,88552914,188516928,99804959,1948,26675,67,2061,5723,1654588,438244,3089,56647893,293843018,293839980,145779312,3,0,0,0,0,47134017,36588882,52316664,6619717,6619699,4258954,slowloris
830057352,1849347140,23,4273975,0,1500,12312242,0,88552914,188516969,99805004,1948,26676,67,2061,5723,1654788,438448,3089,57931085,296400744,296397706,147058302,3,0,0,0,0,48406279,37861144,53588926,6619717,6619699,4258954,slowloris
830852829,1849443169,23,4274752,0,1500,12312502,0,88552914,188517039,99805080,1948,26677,67,2061,5724,1657129,439029,3089,59181243,298924619,298921580,148319757,3,0,0,0,0,49691716,39146581,54874362,6619717,6619699,4258954,slowloris
832681550,1849667584,23,4276474,0,1500,12313077,0,88552914,188517108,99805164,1948,26678,67,2061,5724,1657500,439302,3089,60451757,301461403,301458364,149588318,3,0,0,0,0,50952116,40406981,56134763,6619717,6619699,4258954,slowloris
832796669,1849805179,23,4276914,0,1500,12313462,0,88552914,188517186,99805244,1948,26682,68,2061,5726,1657910,439624,3089,61662189,303881262,303878224,150798427,3,0,0,0,0,52169185,41624050,57351832,6619717,6619699,4258954,slowloris
833010558,1849931282,23,4277147,0,1500,12313670,0,88552914,188517230,99805289,1948,26682,67,2061,5726,1658261,439862,3089,62891418,306333144,306330106,152024491,3,0,0,0,0,53389365,42844230,58572011,6619717,6619699,4258954,slowloris
833166619,1850037253,23,4277489,0,1500,12313995,0,88552914,188517311,99805368,1948,26682,69,2062,5729,1658669,440156,3089,64082754,308731312,308728273,153223748,3,0,0,0,0,54606438,44061303,59789085,6619717,6619699,4258954,slowloris
833306048,1850141467,23,4277802,0,1500,12314213,0,88552914,188517406,99805459,1948,26685,67,2062,5730,1658959,440380,3089,65255175,311068586,311065547,154392528,3,0,0,0,0,55760972,45215837,60943618,6619717,6619699,4258954,slowloris
833413335,1850257459,23,4278059,0,1500,12314578,0,88552914,188517526,99805587,1948,26685,69,2062,5734,1659250,440654,3089,66543067,313631836,313628798,155674340,3,0,0,0,0,57041329,46496194,62223976,6619717,6619699,4258954,slowloris
833524674,1850390069,23,4278384,0,1500,12314773,0,88552914,188517578,99805641,1948,26685,66,2064,5734,1659453,440855,3089,67829514,316203695,316200657,156960405,3,0,0,0,0,58317414,47772279,63500061,6619717,6619699,4258954,slowloris
833584745,1850486840,23,4278553,0,1500,12314943,0,88552914,188517616,99805680,1948,26685,66,2064,5734,1659646,441051,3089,69064722,318695013,318691975,158206178,3,0,0,0,0,59559494,49014359,64742140,6619717,6619699,4258954,slowloris
897213380,1852315107,23,4325207,0,1500,12322162,0,88552915,188527594,99810607,1948,26690,62,2066,5739,1662642,443513,3089,70738835,326216735,326213696,161968122,3,0,0,0,0,65594661,50475258,70777307,8906851,8906833,6546088,normal
897216646,1852322189,23,4325234,0,1500,12322188,0,88552915,188527616,99810631,1948,26690,62,2066,5739,1662755,443633,3089,70738835,328766194,328763156,163242930,3,0,0,0,0,68158337,50475258,73340983,10188690,10188671,7827926,normal
897238806,1852352842,23,4325315,0,1500,12322270,0,88552915,188527655,99810673,1948,26690,61,2066,5740,1662858,443713,3089,70738835,331342637,331339599,164531204,3,0,0,0,0,70713871,50475258,75896519,11466457,11466438,9105694,normal
897253257,1852364541,23,4325372,0,1500,12322314,0,88552915,188527673,99810693,1948,26690,61,2066,5740,1662940,443783,3089,70738835,333904145,333901107,165812006,3,0,0,0,0,73280843,50475258,78463490,12749943,12749924,10389180,normal
897262881,1852376433,23,4325421,0,1500,12322351,0,88552915,188527695,99810717,1948,26690,61,2066,5740,1663069,443874,3089,70738835,336457255,336454217,167088608,3,0,0,0,0,75850937,50475258,81033583,14034989,14034971,11674226,normal
897268225,1852385597,23,4325461,0,1500,12322394,0,88552915,188527715,99810742,1948,26690,60,2067,5740,1663154,443950,3089,70738835,339007212,339004174,168363639,3,0,0,0,0,78392471,50475258,83575118,15305757,15305738,12944993,normal
897271734,1852393813,23,4325493,0,1500,12322430,0,88552915,188527732,99810760,1948,26690,60,2067,5740,1663265,444046,3089,70738835,341558179,341555140,169639179,3,0,0,0,0,80944271,50475258,86126918,16581657,16581638,14220893,normal
897280408,1852412179,23,4325535,0,1500,12322487,0,88552915,188527756,99810784,1948,26690,59,2068,5740,1663363,444138,3089,70738835,344101928,344098889,170911110,3,0,0,0,0,83487815,50475258,88670462,17853429,17853410,15492666,normal
897327908,1852471102,23,4325635,0,1500,12322577,0,88552915,188527771,99810799,1948,26690,58,2069,5740,1663511,444283,3089,70738835,346641430,346638392,172180948,3,0,0,0,0,86025073,50475258,91207720,19122058,19122039,16761295,normal
897344200,1852496784,23,4325682,0,1500,12322627,0,88552915,188527787,99810819,1948,26691,58,2069,5740,1663610,444378,3089,70738835,349174920,349171882,173447743,3,0,0,0,0,88549127,50475258,93731774,20384085,20384066,18023322,normal
897361321,1852511794,23,4325769,0,1500,12322679,0,88552915,188527826,99810865,1948,26691,59,2069,5741,1663853,444459,3089,70738835,351675388,351672350,174698033,3,0,0,0,0,91076188,50475258,96258835,21647615,21647597,19286852,normal
897383649,1852535704,23,4325854,0,1500,12322754,0,88552915,188527876,99810922,1948,26691,59,2069,5742,1663956,444540,3089,70738835,354148963,354145925,175934885,3,0,0,0,0,93530419,50475258,98713065,22874730,22874712,20513967,normal
897388026,1852542914,23,4325887,0,1500,12322780,0,88552915,188527917,99810968,1948,26691,60,2069,5743,1664063,444628,3089,70738835,356596779,356593740,177158857,3,0,0,0,0,96009825,50475258,101192471,24114433,24114415,21753670,normal
897406223,1852566795,23,4325966,0,1500,12322859,0,88552915,188527937,99810991,1948,26692,60,2069,5743,1664153,444710,3089,70738835,359151943,359148905,178436491,3,0,0,0,0,98596093,50475258,103778739,25407567,25407549,23046804,normal
897412883,1852578952,23,4326005,0,1500,12322893,0,88552915,188527959,99811014,1948,26692,60,2069,5743,1664274,444829,3089,70738835,361660911,361657873,179691043,3,0,0,0,0,101054251,50475258,106236897,26636646,26636628,24275883,normal
897437118,1852611040,23,4326085,0,1500,12322977,0,88552915,188527989,99811045,1948,26693,61,2069,5744,1664368,444912,3089,70738835,363978243,363975205,180849768,3,0,0,0,0,103376023,50475258,108558669,27797532,27797514,25436769,normal
897441857,1852618298,23,4326112,0,1500,12323044,0,88552915,188528021,99811080,1948,26694,60,2069,5745,1664550,445025,3089,70738835,366436758,366433720,182079105,3,0,0,0,0,105806947,50475258,110989593,29012994,29012976,26652231,normal
897471778,1852648723,23,4326228,0,1500,12323121,0,88552915,188528064,99811131,1948,26694,60,2069,5746,1664666,445101,3089,70738835,368920283,368917245,183320922,3,0,0,0,0,108303661,50475258,113486307,30261352,30261333,27900588,normal
897480428,1852657724,23,4326288,0,1500,12323146,0,88552915,188528085,99811155,1948,26696,60,2069,5746,1664769,445176,3089,70738835,371421417,371418379,184571539,3,0,0,0,0,110818213,50475258,116000859,31518628,31518609,29157864,normal
897498950,1852670707,23,4326351,0,1500,12323202,0,88552915,188528121,99811194,1948,26696,60,2069,5747,1664861,445262,3089,70738835,373970253,373967215,185846020,3,0,0,0,0,113354735,50475258,118537381,32786888,32786870,30426125,normal
897507464,1852687524,23,4326391,0,1500,12323249,0,88552915,188528148,99811231,1948,26696,60,2069,5748,1664971,445366,3089,70738835,376475260,376472222,187098590,3,0,0,0,0,115844819,50475258,121027465,34031931,34031912,31671167,normal
897544075,1852728621,23,4326483,0,1500,12323343,0,88552915,188528166,99811252,1948,26696,60,2069,5748,1665105,445493,3089,70738835,378972386,378969348,188347233,3,0,0,0,0,118354373,50475258,123537019,35286707,35286689,32925944,normal
897551972,1852741118,23,4326527,0,1500,12323385,0,88552915,188528182,99811273,1948,26697,60,2069,5748,1665192,445564,3089,70738835,381462416,381459377,189592287,3,0,0,0,0,120848503,50475258,126031151,36533773,36533755,34173010,normal
897555049,1852747706,23,4326559,0,1500,12323406,0,88552915,188528193,99811286,1948,26697,60,2069,5748,1665277,445642,3089,70738835,383966113,383963075,190844183,3,0,0,0,0,123360705,50475258,128543351,37789873,37789855,35429110,normal
897557522,1852754915,23,4326581,0,1500,12323434,0,88552915,188528209,99811307,1948,26697,60,2069,5748,1665350,445715,3089,70738835,386478767,386475729,192100554,3,0,0,0,0,125860274,50475258,131042921,39039658,39039640,36678895,normal
897561094,1852761546,23,4326605,0,1500,12323454,0,88552915,188528228,99811329,1948,26698,60,2069,5748,1665449,445792,3089,70738835,388980888,388977850,193351661,3,0,0,0,0,128352947,50475258,133535593,40285994,40285976,37925231,normal
897564006,1852768825,23,4326633,0,1500,12323482,0,88552915,188528247,99811349,1948,26698,60,2069,5748,1665519,445862,3089,70738835,391486316,391483278,194604420,3,0,0,0,0,130904660,50475258,136087307,41561851,41561833,39201088,normal
899059273,1852967847,23,4328063,0,1500,12324101,0,88552915,188528333,99811437,1948,26701,62,2069,5752,1667436,446661,3089,70738835,393794410,393791372,195758358,3,0,0,0,0,133210661,50475258,138393307,42714851,42714833,40354088,normal
900287802,1853141893,23,4329268,0,1500,12324642,0,88552915,188528424,99811513,1948,26701,62,2069,5753,1668200,447019,3089,70738835,396109943,396106905,196916113,3,0,0,0,0,135511555,50475258,140694201,43865298,43865280,41504535,normal
901618882,1853347122,23,4330564,0,1500,12325061,0,88552915,188528440,99811531,1948,26701,62,2069,5753,1669672,447579,3089,70738835,398472787,398469748,198097380,3,0,0,0,0,137904853,50475258,143087499,45061947,45061929,42701184,normal
902588148,1853532173,23,4331588,0,1500,12325533,0,88552915,188528480,99811578,1948,26701,61,2069,5753,1670948,448118,3089,70738835,400903864,400900825,199312836,3,0,0,0,0,140294333,50475258,145476979,46256687,46256669,43895924,normal
903153143,1853673406,23,4332711,0,1500,12326049,0,88552915,188528506,99811607,1948,26701,61,2069,5753,1671739,448577,3089,70738835,403290652,403287614,200506217,3,0,0,0,0,142689279,50475258,147871925,47454160,47454142,45093397,normal
904169987,1853860683,23,4333319,0,1500,12326396,0,88552915,188528537,99811638,1948,26701,61,2069,5753,1672791,449037,3089,70738835,405715201,405712163,201718546,3,0,0,0,0,145104413,50475258,150287060,48661728,48661709,46300965,normal
905288356,1853975479,23,4334354,0,1500,12326730,0,88552915,188528562,99811664,1948,26701,60,2070,5753,1674585,449538,3089,70738835,408157740,408154701,202939431,3,0,0,0,0,147568305,50475258,152750953,49893674,49893656,47532911,normal
907695522,1854135119,23,4336461,0,1500,12327301,0,88552915,188528594,99811698,1948,26701,60,2070,5753,1676739,450084,3089,70738835,410632948,410629910,204176522,3,0,0,0,0,150009149,50475258,155191795,51114095,51114077,48753332,normal
910315159,1854261059,23,4338671,0,1500,12327782,0,88552915,188528652,99811757,1948,26702,60,2070,5755,1678420,450491,3089,70738835,413106335,413103297,205412875,3,0,0,0,0,152500293,50475258,157682939,52359668,52359649,49998904,normal
913615483,1854338835,23,4341373,0,1500,12328283,0,88552915,188528687,99811798,1948,26702,59,2070,5755,1680647,450894,3089,70738835,415608224,415605186,206663158,3,0,0,0,0,154988096,50475258,160170743,53603569,53603551,51242806,normal
915414525,1854381060,23,4342841,0,1500,12328508,0,88552915,188528711,99811826,1948,26703,59,2070,5755,1682465,451187,3089,70738835,417977130,417974092,207847050,3,0,0,0,0,157412200,50475258,162594847,54815621,54815603,52454858,normal
915870536,1854409156,23,4343265,0,1500,12328616,0,88552915,188528737,99811854,1948,26703,59,2070,5755,1683103,451345,3089,70738835,420362780,420359742,209039782,3,0,0,0,0,159742874,50475258,164925521,55980958,55980940,53620195,normal
916522908,1854446496,23,4343825,0,1500,12328746,0,88552915,188528754,99811872,1948,26703,59,2070,5755,1683461,451500,3089,70738835,422693409,422690371,210205043,3,0,0,0,0,162063961,50475258,167246607,57141502,57141483,54780738,normal
916753447,1854469876,23,4344045,0,1500,12328883,0,88552915,188528800,99811923,1948,26703,59,2071,5756,1683890,451657,3089,70738835,425231547,425228508,211474122,3,0,0,0,0,164678391,50475258,169861037,58448717,58448698,56087953,normal
917424264,1854522519,23,4344653,0,1500,12329024,0,88552915,188528828,99811957,1948,26703,58,2072,5756,1684284,451807,3089,70738835,427583269,427580231,212649954,3,0,0,0,0,166973535,50475258,172156181,59596289,59596270,57235525,normal
917969913,1854572988,23,4345148,0,1500,12329207,0,88552915,188528883,99812010,1948,26703,58,2072,5757,1685000,452047,3089,70738835,429962678,429959640,213839571,3,0,0,0,0,169364897,50475258,174547544,60791970,60791951,58431207,normal
918525598,1854607469,23,4345638,0,1500,12329369,0,88552915,188528920,99812048,1948,26703,58,2072,5758,1685500,452198,3089,70738835,432347347,432344309,215031825,3,0,0,0,0,171718750,50475258,176901397,61968896,61968878,59608133,normal
919109458,1854641958,23,4346135,0,1500,12329444,0,88552915,188528941,99812072,1948,26704,58,2072,5758,1685891,452335,3089,70738835,434713676,434710638,216214954,3,0,0,0,0,174100799,50475258,179283445,63159920,63159902,60799157,normal
919493272,1854670163,23,4346506,0,1500,12329562,0,88552915,188528972,99812104,1948,26704,58,2072,5758,1686387,452528,3089,70738835,437104720,437101682,217410433,3,0,0,0,0,176487919,50475258,181670565,64353480,64353462,61992717,normal
919962976,1854723265,23,4346952,0,1500,12329715,0,88552915,188529000,99812133,1948,26704,58,2072,5759,1686771,452680,3089,70738835,439601253,439598215,218658680,3,0,0,0,0,178973229,50475258,184155875,65596135,65596117,63235372,normal
920330684,1854758454,23,4347314,0,1500,12329838,0,88552915,188529042,99812177,1948,26704,58,2072,5759,1687518,452886,3089,70738835,441954478,441951439,219835148,3,0,0,0,0,181352525,50475258,186535171,66785783,66785765,64425020,normal
920954361,1854808122,23,4347881,0,1500,12329988,0,88552915,188529062,99812200,1948,26705,58,2072,5759,1687996,453038,3089,70738835,444391913,444388875,221053797,3,0,0,0,0,183800955,50475258,188983601,68009998,68009980,65649235,normal
921341089,1854837910,23,4348234,0,1500,12330140,0,88552915,188529093,99812233,1948,26706,58,2072,5759,1688464,453191,3089,70738835,446829571,446826533,222272572,3,0,0,0,0,186203173,50475258,191385819,69211108,69211089,66850344,normal
921819950,1854867615,23,4348666,0,1500,12330194,0,88552915,188529136,99812277,1948,26706,56,2072,5760,1688930,453343,3089,70738835,449317033,449313994,223516248,3,0,0,0,0,188691689,50475258,193874335,70455366,70455347,68094602,normal
922363239,1854910306,23,4349176,0,1500,12330352,0,88552915,188529175,99812317,1948,26706,56,2072,5760,1689173,453474,3089,70738835,451778105,451775066,224746751,3,0,0,0,0,191167041,50475258,196349688,71693042,71693023,69332279,normal
922755908,1854961875,23,4349545,0,1500,12330486,0,88552915,188529194,99812340,1948,26706,56,2072,5760,1689827,453699,3089,70738835,454241245,454238206,225978297,3,0,0,0,0,193641289,50475258,198823936,72930166,72930147,70569403,normal
923210574,1855007305,23,4349980,0,1500,12330652,0,88552915,188529218,99812366,1948,26706,56,2072,5760,1690094,453853,3089,70738835,456631476,456628438,227173453,3,0,0,0,0,196019960,50475258,201202607,74119501,74119483,71758738,normal
923613503,1855037615,23,4350338,0,1500,12330750,0,88552915,188529234,99812385,1948,26707,56,2072,5760,1690694,454031,3089,70738835,459108759,459105721,228411989,3,0,0,0,0,198492083,50475258,203674729,75355562,75355544,72994799,normal
924036799,1855065426,23,4350726,0,1500,12330870,0,88552915,188529275,99812427,1948,26707,57,2072,5761,1691225,454205,3089,70738835,461562971,461559933,229639038,3,0,0,0,0,200928125,50475258,206110772,76573584,76573565,74212820,normal
924935985,1855159449,23,4351504,0,1500,12331100,0,88552915,188529308,99812462,1948,26710,56,2072,5761,1691804,454395,3089,70738835,463870496,463867458,230792693,3,0,0,0,0,203245091,50475258,208427738,77732067,77732048,75371303,normal
925120525,1855178692,23,4351713,0,1500,12331161,0,88552915,188529336,99812493,1948,26710,56,2072,5761,1692510,454584,3089,70738835,466383322,466380284,232049035,3,0,0,0,0,205783263,50475258,210965910,79001153,79001134,76640390,normal
926016254,1855242113,23,4352593,0,1500,12331405,0,88552915,188529378,99812538,1948,26710,56,2072,5762,1692995,454773,3089,70738835,468833130,468830092,233273841,3,0,0,0,0,208222365,50475258,213405011,80220703,80220685,77859940,normal
926700621,1855286561,23,4353149,0,1500,12331586,0,88552915,188529392,99812554,1948,26710,56,2072,5762,1693820,455034,3089,70738835,471173916,471170878,234444168,3,0,0,0,0,210592773,50475258,215775420,81405908,81405889,79045144,normal
927236763,1855346364,23,4353584,0,1500,12331704,0,88552915,188529408,99812574,1948,26711,56,2072,5762,1694390,455209,3089,70738835,472967784,472964746,235341004,3,0,0,0,0,212054371,50475258,217237017,82136706,82136688,79775943,normal
927829331,1855376805,23,4354131,0,1500,12377161,0,88552915,188529454,99812624,1948,26713,56,2072,5764,1694882,455504,3089,70738835,473555769,473552731,235445663,3,0,0,0,0,212810311,50475258,218134408,82892646,82892628,79917394,normal
928348753,1899209763,23,4354573,0,1500,12562575,0,88552915,188529495,99812669,1948,26715,56,2072,5765,1695235,455690,3089,70738835,474874054,474871016,235648354,3,0,0,0,0,214115359,50475258,219621802,84197695,84197677,80099739,normal
928701404,1929406417,23,4355029,0,1500,12771659,0,88552915,188529536,99812708,1948,26716,56,2072,5765,1695678,456104,3089,70738835,476199565,476196526,235824596,3,0,0,0,0,215437613,50475258,221120598,85519949,85519931,80276281,normal
929409203,1966980001,23,4355536,0,1500,12919352,0,88552915,188529564,99812739,1948,26716,56,2072,5765,1696687,456559,3089,70738835,477532509,477529471,235981710,3,0,0,0,0,216765493,50475258,222606812,86847828,86847810,80434616,normal
930757016,1994296303,23,4356681,0,1500,13063094,0,88552915,188529597,99812776,1948,26718,55,2072,5766,1697425,456974,3089,70738835,478845270,478842231,236153784,3,0,0,0,0,218076823,50475258,224090525,88159158,88159140,80606999,normal
931105492,2035495341,23,4357108,0,1500,13279963,0,88552915,188529635,99812816,1948,26720,55,2072,5766,1697989,457394,3089,70738835,480134251,480131213,236335598,3,0,0,0,0,219376771,50475258,225574520,89459106,89459088,80791046,normal
931682891,2065473403,23,4357542,0,1500,13437669,0,88552915,188529667,99812854,1948,26722,56,2072,5767,1698528,457778,3089,70738835,481400372,481397334,236514447,3,0,0,0,0,220626496,50475258,227000611,90708831,90708813,80967412,normal
932355418,2095003630,23,4358169,0,1500,13593008,0,88552915,188529681,99812875,1948,26722,56,2072,5768,1699205,458157,3089,70738835,482705756,482702718,236717599,3,0,0,0,0,221931694,50475258,228507818,92014029,92014011,81169421,normal
932785598,2143868901,23,4358579,0,1500,13850139,0,88552915,188529727,99812929,1948,26728,58,2072,5769,1699384,458308,3089,70738837,483948755,483945717,236928153,3,0,0,0,0,223178287,50475258,229967328,93260622,93260604,81382338,normal
932805418,2176546903,23,4358633,0,1500,14022064,0,88552915,188529754,99812959,1948,26731,58,2072,5769,1699499,458431,3089,70738837,485214506,485211468,237103946,3,0,0,0,0,224456568,50475258,231420876,94538903,94538885,81557605,normal
932841396,2205556837,23,4358756,0,1500,14214839,0,88552915,188529852,99813067,1948,26738,61,2073,5774,1699623,458551,3089,70738838,486522237,486519198,237252023,3,0,0,0,0,225761745,50475258,232867049,95844080,95844062,81698600,normal
932883408,2238805667,23,4358852,0,1500,14349477,0,88552915,188529869,99813086,1948,26738,61,2073,5774,1699727,458672,3089,70738838,487722400,487719362,237411699,3,0,0,0,0,226945199,50475258,234213432,97027535,97027516,81861529,normal
933450535,2269470570,23,4359490,0,1500,14510524,0,88552915,188529960,99813195,1948,26749,66,2073,5780,1700397,459216,3089,70738838,489025625,489022587,237574898,3,0,0,0,0,228240790,50475258,235678423,98323126,98323108,82030928,normal
933494435,2299675464,23,4359630,0,1500,14669432,0,88552915,188529999,99813237,1948,26753,67,2073,5781,1700538,459333,3089,70738838,490346301,490343263,237731609,3,0,0,0,0,229560957,50475258,237157146,99643293,99643274,82189485,normal
933510376,2331687397,23,4359692,0,1500,14837877,0,88552915,188530018,99813261,1948,26756,67,2073,5782,1700654,459446,3089,70738838,491658181,491655143,237903325,3,0,0,0,0,230875059,50475258,238627146,100957394,100957376,82345383,normal
933522995,2355589261,23,4359748,0,1500,14963639,0,88552917,188530053,99813299,1948,26757,66,2073,5782,1700730,459528,3089,70738838,493005017,493001979,238043462,3,0,0,0,0,232223482,50475258,240118021,102305817,102305799,82487835,normal
933530895,2387988503,23,4359808,0,1500,15134137,0,88552917,188530070,99813319,1948,26757,66,2073,5782,1700879,459669,3089,70738838,494322633,494319594,238204221,3,0,0,0,0,233535606,50475258,241600758,103617941,103617923,82658448,normal
933541930,2417406601,23,4359857,0,1500,15288937,0,88552917,188530088,99813339,1948,26757,66,2073,5782,1700979,459765,3089,70738838,495662822,495659784,238354844,3,0,0,0,0,234881354,50475258,243090172,104963689,104963671,82802114,normal
933548228,2446943589,23,4359888,0,1500,15444359,0,88552917,188530094,99813350,1948,26758,66,2073,5782,1701075,459874,3089,70738838,496996779,496993741,238508513,3,0,0,0,0,236211893,50475258,244567727,106294228,106294210,82949130,normal
933557734,2474436708,23,4359935,0,1500,15588998,0,88552917,188530106,99813364,1948,26758,66,2073,5782,1701163,459968,3089,70738838,498314530,498311492,238671495,3,0,0,0,0,237525021,50475258,246054009,107607357,107607339,83122283,normal
933561407,2507487793,23,4359960,0,1500,15762940,0,88552917,188530124,99813384,1948,26759,66,2073,5782,1701244,460053,3089,70738838,499643065,499640027,238846346,3,0,0,0,0,238863339,50475258,247570941,108945674,108945656,83300898,normal
